report_date,commodity,country,marketing_year,crop_stage,Beginning Stocks,Production,Imports,Domestic Total 2,Exports,Ending Stocks,Domestic Crush,Domestic Feed
2024-12-10,corn,World  3/,2023/24 Est.,Next year,304.66,1229.63,197.13,1218.07,193.03,316.22,,772.78
2024-12-10,corn,World Less China,2023/24 Est.,Next year,98.62,940.78,173.72,911.07,193.02,104.93,,547.78
2024-12-10,corn,United States,2023/24 Est.,Next year,34.55,389.67,0.72,322.0,58.23,44.72,,147.51
2024-12-10,corn,Total Foreign,2023/24 Est.,Next year,270.11,839.96,196.41,896.08,134.8,271.5,,625.27
2024-12-10,corn,Major Exporters  4/,2023/24 Est.,Next year,18.47,234.5,1.98,127.3,112.59,15.06,,93.7
2024-12-10,corn,Argentina,2023/24 Est.,Next year,2.32,50.0,0.02,15.25,33.0,4.09,,11.0
2024-12-10,corn,Brazil,2023/24 Est.,Next year,10.04,122.0,1.3,84.0,41.5,7.84,,63.5
2024-12-10,corn,Russia,2023/24 Est.,Next year,0.91,16.6,0.05,10.2,6.6,0.76,,9.1
2024-12-10,corn,South Africa,2023/24 Est.,Next year,2.41,13.4,0.6,13.6,2.0,0.81,,6.8
2024-12-10,corn,Ukraine,2023/24 Est.,Next year,2.8,32.5,0.01,4.25,29.49,1.57,,3.3
2024-12-10,corn,Major Importers  5/,2023/24 Est.,Next year,20.78,123.29,103.29,221.8,5.02,20.53,,166.05
2024-12-10,corn,Egypt,2023/24 Est.,Next year,1.51,7.2,8.02,15.3,0.0,1.43,,12.8
2024-12-10,corn,European Union  6/,2023/24 Est.,Next year,8.08,61.87,19.79,78.1,4.39,7.25,,58.3
2024-12-10,corn,Japan,2023/24 Est.,Next year,1.3,0.01,15.29,15.3,0.0,1.3,,12.0
2024-12-10,corn,Mexico,2023/24 Est.,Next year,4.59,23.5,24.76,48.1,0.03,4.72,,29.5
2024-12-10,corn,Southeast Asia  7/,2023/24 Est.,Next year,2.85,30.51,19.29,48.7,0.6,3.35,,39.7
2024-12-10,corn,South Korea,2023/24 Est.,Next year,1.9,0.09,11.55,11.6,0.0,1.94,,9.25
2024-12-10,corn,Canada,2023/24 Est.,Next year,1.63,15.42,2.81,15.78,2.09,2.0,,9.76
2024-12-10,corn,China,2023/24 Est.,Next year,206.04,288.84,23.41,307.0,0.0,211.29,,225.0
2024-12-10,corn,World  3/,2024/25 Proj.,Outlook year,316.22,1217.89,183.92,1237.66,193.04,296.44,,779.36
2024-12-10,corn,World Less China,2024/25 Proj.,Outlook year,104.93,925.89,169.92,924.66,193.02,92.18,,548.36
2024-12-10,corn,United States,2024/25 Proj.,Outlook year,44.72,384.64,0.64,322.98,62.87,44.15,,147.96
2024-12-10,corn,Total Foreign,2024/25 Proj.,Outlook year,271.5,833.25,183.29,914.69,130.18,252.29,,631.4
2024-12-10,corn,Major Exporters  4/,2024/25 Proj.,Outlook year,15.06,234.5,1.58,130.05,113.1,7.99,,95.4
2024-12-10,corn,Argentina,2024/25 Proj.,Outlook year,4.09,51.0,0.01,16.3,36.0,2.79,,12.0
2024-12-10,corn,Brazil,2024/25 Proj.,Outlook year,7.84,127.0,1.5,85.5,48.0,2.84,,64.0
2024-12-10,corn,Russia,2024/25 Proj.,Outlook year,0.76,13.0,0.05,10.2,3.3,0.31,,9.1
2024-12-10,corn,South Africa,2024/25 Proj.,Outlook year,0.81,17.0,0.0,13.6,2.8,1.41,,6.8
2024-12-10,corn,Ukraine,2024/25 Proj.,Outlook year,1.57,26.5,0.02,4.45,23.0,0.64,,3.5
2024-12-10,corn,Major Importers  5/,2024/25 Proj.,Outlook year,20.53,119.77,103.8,222.1,3.09,18.91,,166.2
2024-12-10,corn,Egypt,2024/25 Proj.,Outlook year,1.43,7.0,8.2,15.3,0.0,1.33,,12.8
2024-12-10,corn,European Union  6/,2024/25 Proj.,Outlook year,7.25,58.0,19.5,75.7,2.5,6.55,,56.0
2024-12-10,corn,Japan,2024/25 Proj.,Outlook year,1.3,0.02,15.5,15.55,0.0,1.27,,12.2
2024-12-10,corn,Mexico,2024/25 Proj.,Outlook year,4.72,23.7,24.5,48.5,0.03,4.39,,29.8
2024-12-10,corn,Southeast Asia  7/,2024/25 Proj.,Outlook year,3.35,30.86,19.6,50.4,0.56,2.85,,41.3
2024-12-10,corn,South Korea,2024/25 Proj.,Outlook year,1.94,0.1,11.8,11.85,0.0,1.99,,9.5
2024-12-10,corn,Canada,2024/25 Proj.,Outlook year,2.0,15.35,2.2,15.6,2.1,1.84,,10.0
2024-12-10,corn,China,2024/25 Proj.,Outlook year,211.29,292.0,14.0,313.0,0.02,204.27,,231.0
2024-12-10,soybean,World  2/,2022/23,Current year,92.9,378.16,167.89,,171.75,101.1,,
2024-12-10,soybean,World Less China,2022/23,Current year,67.75,357.88,63.39,,171.66,68.76,,
2024-12-10,soybean,United States,2022/23,Current year,7.47,116.22,0.67,,53.87,7.19,,
2024-12-10,soybean,Total Foreign,2022/23,Current year,85.43,261.94,167.22,,117.88,93.91,,
2024-12-10,soybean,Major Exporters  3/,2022/23,Current year,51.49,197.95,9.25,,106.96,54.29,,
2024-12-10,soybean,Argentina,2022/23,Current year,23.69,25.0,9.06,,4.19,17.0,,
2024-12-10,soybean,Brazil,2022/23,Current year,27.38,162.0,0.15,,95.5,36.82,,
2024-12-10,soybean,Paraguay,2022/23,Current year,0.18,10.25,0.01,,6.5,0.37,,
2024-12-10,soybean,Major Importers  4/,2022/23,Current year,27.77,23.8,135.67,,0.33,34.52,,
2024-12-10,soybean,China,2022/23,Current year,25.15,20.28,104.5,,0.09,32.34,,
2024-12-10,soybean,European Union,2022/23,Current year,1.45,2.61,13.14,,0.23,1.1,,
2024-12-10,soybean,Southeast Asia 5/,2022/23,Current year,0.64,0.49,8.25,,0.01,0.68,,
2024-12-10,soybean,Mexico,2022/23,Current year,0.3,0.18,6.44,,0.0,0.22,,
2024-12-10,soybean,World  2/,2023/24 Est.,Next year,101.1,394.87,177.66,,177.47,112.16,,
2024-12-10,soybean,World Less China,2023/24 Est.,Next year,68.76,374.03,65.66,,177.4,68.85,,
2024-12-10,soybean,United States,2023/24 Est.,Next year,7.19,113.27,0.57,,46.13,9.31,,
2024-12-10,soybean,Total Foreign,2023/24 Est.,Next year,93.91,281.6,177.09,,131.34,102.85,,
2024-12-10,soybean,Major Exporters  3/,2023/24 Est.,Next year,54.29,215.41,8.68,,120.18,52.5,,
2024-12-10,soybean,Argentina,2023/24 Est.,Next year,17.0,48.21,7.79,,5.11,24.08,,
2024-12-10,soybean,Brazil,2023/24 Est.,Next year,36.82,153.0,0.87,,104.17,27.97,,
2024-12-10,soybean,Paraguay,2023/24 Est.,Next year,0.37,11.0,0.02,,8.1,0.19,,
2024-12-10,soybean,Major Importers  4/,2023/24 Est.,Next year,34.52,24.69,143.98,,0.35,45.57,,
2024-12-10,soybean,China,2023/24 Est.,Next year,32.34,20.84,112.0,,0.07,43.31,,
2024-12-10,soybean,European Union,2023/24 Est.,Next year,1.1,2.95,13.45,,0.25,1.13,,
2024-12-10,soybean,Southeast Asia 5/,2023/24 Est.,Next year,0.68,0.47,8.97,,0.02,0.7,,
2024-12-10,soybean,Mexico,2023/24 Est.,Next year,0.22,0.19,6.46,,0.01,0.27,,
2024-12-10,soybean meal,World  2/,2022/23,Current year,16.51,247.46,63.38,,67.07,13.4,,
2024-12-10,soybean meal,World Less China,2022/23,Current year,15.8,171.43,63.34,,66.28,12.46,,
2024-12-10,soybean meal,United States,2022/23,Current year,0.28,47.62,0.58,,13.2,0.34,,
2024-12-10,soybean meal,Total Foreign,2022/23,Current year,16.23,199.84,62.81,,53.88,13.07,,
2024-12-10,soybean meal,Major Exporters  3/,2022/23,Current year,6.88,73.01,0.1,,43.96,5.66,,
2024-12-10,soybean meal,Argentina,2022/23,Current year,2.8,23.65,0.07,,20.75,2.31,,
2024-12-10,soybean meal,Brazil,2022/23,Current year,3.66,41.13,0.01,,21.33,3.15,,
2024-12-10,soybean meal,India,2022/23,Current year,0.42,8.24,0.03,,1.87,0.2,,
2024-12-10,soybean meal,Major Importers  4/,2022/23,Current year,2.32,21.57,36.77,,0.98,1.72,,
2024-12-10,soybean meal,European Union,2022/23,Current year,0.66,11.3,16.01,,0.74,0.49,,
2024-12-10,soybean meal,Mexico,2022/23,Current year,0.15,5.26,1.67,,0.0,0.15,,
2024-12-10,soybean meal,Southeast Asia 5/,2022/23,Current year,1.41,3.05,17.55,,0.24,1.05,,
2024-12-10,soybean meal,China,2022/23,Current year,0.71,76.03,0.04,,0.8,0.94,,
2024-12-10,soybean meal,World  2/,2023/24 Est.,Next year,13.4,259.86,69.34,,74.43,14.33,,
2024-12-10,soybean meal,World Less China,2023/24 Est.,Next year,12.46,181.45,69.3,,73.0,13.53,,
2024-12-10,soybean meal,United States,2023/24 Est.,Next year,0.34,49.12,0.62,,14.61,0.41,,
2024-12-10,soybean meal,Total Foreign,2023/24 Est.,Next year,13.07,210.74,68.71,,59.82,13.91,,
2024-12-10,soybean meal,Major Exporters  3/,2023/24 Est.,Next year,5.66,79.67,0.05,,49.58,5.27,,
2024-12-10,soybean meal,Argentina,2023/24 Est.,Next year,2.31,28.51,0.0,,24.89,2.48,,
2024-12-10,soybean meal,Brazil,2023/24 Est.,Next year,3.15,42.12,0.02,,22.72,2.57,,
2024-12-10,soybean meal,India,2023/24 Est.,Next year,0.2,9.04,0.03,,1.97,0.22,,
2024-12-10,soybean meal,Major Importers  4/,2023/24 Est.,Next year,1.72,21.82,37.81,,0.93,2.08,,
2024-12-10,soybean meal,European Union,2023/24 Est.,Next year,0.49,11.46,16.53,,0.65,0.87,,
2024-12-10,soybean meal,Mexico,2023/24 Est.,Next year,0.15,5.16,1.94,,0.0,0.16,,
2024-12-10,soybean meal,Southeast Asia 5/,2023/24 Est.,Next year,1.05,3.43,17.53,,0.27,1.0,,
2024-12-10,soybean meal,China,2023/24 Est.,Next year,0.94,78.41,0.03,,1.43,0.79,,
2024-12-10,soybean meal,World  2/,2024/25 Proj.,Outlook year,14.33,272.48,71.91,,75.37,16.74,,
2024-12-10,soybean meal,World Less China,2024/25 Proj.,Outlook year,13.53,190.91,71.86,,74.37,15.87,,
2024-12-10,soybean meal,United States,2024/25 Proj.,Outlook year,0.41,51.48,0.61,,15.79,0.41,,
2024-12-10,soybean meal,Total Foreign,2024/25 Proj.,Outlook year,13.91,221.0,71.29,,59.59,16.34,,
2024-12-10,soybean meal,Major Exporters  3/,2024/25 Proj.,Outlook year,5.27,82.36,0.07,,49.8,5.84,,
2024-12-10,soybean meal,Argentina,2024/25 Proj.,Outlook year,2.48,31.98,0.01,,28.0,2.95,,
2024-12-10,soybean meal,Brazil,2024/25 Proj.,Outlook year,2.57,41.58,0.01,,20.5,2.66,,
2024-12-10,soybean meal,India,2024/25 Proj.,Outlook year,0.22,8.8,0.05,,1.3,0.24,,
2024-12-10,soybean meal,Major Importers  4/,2024/25 Proj.,Outlook year,2.08,22.87,39.93,,1.19,2.71,,
2024-12-10,soybean meal,European Union,2024/25 Proj.,Outlook year,0.87,12.01,16.5,,0.9,0.89,,
2024-12-10,soybean meal,Mexico,2024/25 Proj.,Outlook year,0.16,5.26,2.2,,0.0,0.28,,
2024-12-10,soybean meal,Southeast Asia 5/,2024/25 Proj.,Outlook year,1.0,3.7,19.43,,0.29,1.47,,
2024-12-10,soybean meal,China,2024/25 Proj.,Outlook year,0.79,81.58,0.05,,1.0,0.87,,
2024-12-10,soybean oil,World  2/,2022/23,Current year,5.11,59.57,10.81,,11.71,5.03,,
2024-12-10,soybean oil,World Less China,2022/23,Current year,4.72,42.36,10.42,,11.6,4.15,,
2024-12-10,soybean oil,United States,2022/23,Current year,0.9,11.9,0.17,,0.17,0.73,,
2024-12-10,soybean oil,Total Foreign,2022/23,Current year,4.2,47.67,10.64,,11.54,4.3,,
2024-12-10,soybean oil,Major Exporters  3/,2022/23,Current year,2.04,19.94,0.65,,8.27,1.46,,
2024-12-10,soybean oil,Argentina,2022/23,Current year,0.53,5.99,0.0,,4.14,0.32,,
2024-12-10,soybean oil,Brazil,2022/23,Current year,0.95,10.58,0.03,,2.69,0.49,,
2024-12-10,soybean oil,European Union,2022/23,Current year,0.55,2.72,0.62,,0.92,0.56,,
2024-12-10,soybean oil,Major Importers  4/,2022/23,Current year,0.83,20.09,6.28,,0.19,1.69,,
2024-12-10,soybean oil,China,2022/23,Current year,0.39,17.2,0.4,,0.11,0.87,,
2024-12-10,soybean oil,India,2022/23,Current year,0.19,1.85,3.97,,0.01,0.6,,
2024-12-10,soybean oil,North Africa 5/,2022/23,Current year,0.24,0.74,1.24,,0.07,0.2,,
2024-12-10,soybean oil,World  2/,2023/24 Est.,Next year,5.03,62.74,10.45,,11.77,5.3,,
2024-12-10,soybean oil,World Less China,2023/24 Est.,Next year,4.15,45.0,10.07,,11.67,4.56,,
2024-12-10,soybean oil,United States,2023/24 Est.,Next year,0.73,12.31,0.28,,0.28,0.68,,
2024-12-10,soybean oil,Total Foreign,2023/24 Est.,Next year,4.3,50.44,10.17,,11.49,4.62,,
2024-12-10,soybean oil,Major Exporters  3/,2023/24 Est.,Next year,1.46,21.51,0.67,,8.08,1.74,,
2024-12-10,soybean oil,Argentina,2023/24 Est.,Next year,0.32,7.24,0.0,,5.53,0.32,,
2024-12-10,soybean oil,Brazil,2023/24 Est.,Next year,0.49,10.94,0.08,,1.35,0.71,,
2024-12-10,soybean oil,European Union,2023/24 Est.,Next year,0.56,2.76,0.59,,0.66,0.67,,
2024-12-10,soybean oil,Major Importers  4/,2023/24 Est.,Next year,1.69,21.07,5.33,,0.26,1.71,,
2024-12-10,soybean oil,China,2023/24 Est.,Next year,0.87,17.74,0.38,,0.1,0.74,,
2024-12-10,soybean oil,India,2023/24 Est.,Next year,0.6,2.03,3.31,,0.02,0.75,,
2024-12-10,soybean oil,North Africa 5/,2023/24 Est.,Next year,0.2,0.93,1.07,,0.14,0.19,,
2024-12-10,soybean oil,World  2/,2024/25 Proj.,Outlook year,5.3,65.86,11.79,,12.65,5.03,,
2024-12-10,soybean oil,World Less China,2024/25 Proj.,Outlook year,4.56,47.4,11.29,,12.55,4.33,,
2024-12-10,soybean oil,United States,2024/25 Proj.,Outlook year,0.68,12.98,0.23,,0.5,0.68,,
2024-12-10,soybean oil,Total Foreign,2024/25 Proj.,Outlook year,4.62,52.88,11.56,,12.15,4.34,,
2024-12-10,soybean oil,Major Exporters  3/,2024/25 Proj.,Outlook year,1.74,22.48,0.69,,8.88,1.41,,
2024-12-10,soybean oil,Argentina,2024/25 Proj.,Outlook year,0.32,8.13,0.0,,5.8,0.29,,
2024-12-10,soybean oil,Brazil,2024/25 Proj.,Outlook year,0.71,10.8,0.04,,1.55,0.48,,
2024-12-10,soybean oil,European Union,2024/25 Proj.,Outlook year,0.67,2.89,0.65,,0.95,0.6,,
2024-12-10,soybean oil,Major Importers  4/,2024/25 Proj.,Outlook year,1.71,21.93,6.2,,0.21,1.52,,
2024-12-10,soybean oil,China,2024/25 Proj.,Outlook year,0.74,18.46,0.5,,0.1,0.7,,
2024-12-10,soybean oil,India,2024/25 Proj.,Outlook year,0.75,1.98,3.8,,0.02,0.51,,
2024-12-10,soybean oil,North Africa 5/,2024/25 Proj.,Outlook year,0.19,1.1,1.25,,0.08,0.27,,
2024-12-10,soybean,Argentina,Outlook,Outlook year,24.08,51.0,6.0,47.6,4.5,28.98,40.0,
2024-12-10,soybean,Brazil,Outlook,Outlook year,27.96,169.0,0.15,58.1,105.5,33.51,54.0,
2024-12-10,soybean,China,Outlook,Outlook year,43.31,20.7,109.0,126.9,0.1,46.01,103.0,
2024-12-10,soybean,European Union,Outlook,Outlook year,1.28,2.9,14.6,16.97,0.3,1.51,15.2,
2024-12-10,soybean,Major Exporters  3/,Outlook,Outlook year,52.49,234.3,6.18,109.63,120.1,63.25,97.6,
2024-12-10,soybean,Major Importers  4/,Outlook,Outlook year,45.72,24.52,143.54,163.99,0.42,49.38,132.14,
2024-12-10,soybean,Mexico,Outlook,Outlook year,0.26,0.21,6.7,6.71,0.0,0.46,6.65,
2024-12-10,soybean,Paraguay,Outlook,Outlook year,0.19,11.2,0.02,3.68,7.3,0.43,3.5,
2024-12-10,soybean,Southeast Asia 5/,Outlook,Outlook year,0.71,0.46,9.89,9.84,0.01,1.2,4.75,
2024-12-10,soybean,Total Foreign,Outlook,Outlook year,103.11,303.99,177.5,333.61,132.04,118.95,280.56,
2024-12-10,soybean,United States,Outlook,Outlook year,9.31,121.42,0.41,68.67,49.67,12.8,65.59,
2024-12-10,soybean,World  2/,Outlook,Outlook year,112.42,425.4,177.91,402.28,181.71,131.74,346.15,
2024-12-10,soybean,World Less China,Outlook,Outlook year,69.11,404.7,68.91,275.38,181.61,85.73,243.15,
2025-01-10,wheat,World  3/,2022/23,Current year,273.96,789.89,213.31,789.58,221.75,274.27,,152.82
2025-01-10,wheat,World Less China,2022/23,Current year,137.2,652.17,200.02,641.58,220.8,135.46,,119.82
2025-01-10,wheat,United States,2022/23,Current year,18.36,44.9,3.31,30.33,20.73,15.5,,2.03
2025-01-10,wheat,Total Foreign,2022/23,Current year,255.6,744.99,210.0,759.25,201.02,258.77,,150.8
2025-01-10,wheat,Major Exporters  4/,2022/23,Current year,41.53,335.89,13.36,180.94,162.31,47.55,,73.9
2025-01-10,wheat,Argentina,2022/23,Current year,1.93,12.55,0.0,6.85,3.66,3.97,,0.25
2025-01-10,wheat,Australia,2022/23,Current year,3.45,40.55,0.2,8.0,31.83,4.37,,4.5
2025-01-10,wheat,Canada,2022/23,Current year,4.17,34.81,0.55,8.29,25.62,5.63,,3.15
2025-01-10,wheat,European Union  5/,2022/23,Current year,13.63,134.49,12.23,109.0,35.08,16.27,,45.0
2025-01-10,wheat,Russia,2022/23,Current year,12.09,92.0,0.3,41.0,49.0,14.39,,18.0
2025-01-10,wheat,Ukraine,2022/23,Current year,6.27,21.5,0.08,7.8,17.12,2.93,,3.0
2025-01-10,wheat,Major Importers  6/,2022/23,Current year,172.98,206.13,133.96,320.46,15.13,177.48,,50.69
2025-01-10,wheat,Bangladesh,2022/23,Current year,1.31,1.1,5.12,6.7,0.0,0.83,,0.2
2025-01-10,wheat,Brazil,2022/23,Current year,1.1,10.55,4.68,11.85,2.69,1.8,,0.45
2025-01-10,wheat,China,2022/23,Current year,136.76,137.72,13.28,148.0,0.95,138.82,,33.0
2025-01-10,wheat,Japan,2022/23,Current year,1.18,1.06,5.45,6.25,0.29,1.14,,0.75
2025-01-10,wheat,N. Africa  7/,2022/23,Current year,12.72,17.26,29.68,46.72,0.77,12.17,,1.67
2025-01-10,wheat,Nigeria,2022/23,Current year,0.62,0.11,4.73,4.7,0.4,0.36,,0.0
2025-01-10,wheat,Sel. Mideast  8/,2022/23,Current year,10.22,17.43,24.71,39.44,0.65,12.26,,3.58
2025-01-10,wheat,Southeast Asia  9/,2022/23,Current year,4.64,0.0,24.48,24.7,1.28,3.14,,7.55
2025-01-10,wheat,India,2022/23,Current year,19.5,104.0,0.04,108.67,5.38,9.5,,6.5
2025-01-10,wheat,Kazakhstan,2022/23,Current year,1.48,16.4,4.0,6.8,10.87,4.21,,1.8
2025-01-10,wheat,United Kingdom,2022/23,Current year,1.85,15.54,2.03,15.2,1.91,2.31,,7.2
2025-01-10,wheat,World  3/,2023/24 Est.,Next year,274.27,791.02,221.84,797.83,221.22,267.47,,159.16
2025-01-10,wheat,World Less China,2023/24 Est.,Next year,135.46,654.43,208.21,644.33,220.18,132.96,,122.16
2025-01-10,wheat,United States,2023/24 Est.,Next year,15.5,49.1,3.76,30.16,19.24,18.95,,2.31
2025-01-10,wheat,Total Foreign,2023/24 Est.,Next year,258.77,741.93,218.08,767.67,201.98,248.51,,156.85
2025-01-10,wheat,Major Exporters  4/,2023/24 Est.,Next year,47.55,324.35,13.79,180.13,165.56,40.0,,73.03
2025-01-10,wheat,Argentina,2023/24 Est.,Next year,3.97,15.85,0.0,7.05,8.23,4.54,,0.25
2025-01-10,wheat,Australia,2023/24 Est.,Next year,4.37,25.96,0.22,7.8,19.84,2.91,,4.3
2025-01-10,wheat,Canada,2023/24 Est.,Next year,5.63,32.95,0.56,9.08,25.44,4.62,,3.98
2025-01-10,wheat,European Union  5/,2023/24 Est.,Next year,16.27,135.1,12.65,110.5,37.97,15.54,,46.5
2025-01-10,wheat,Russia,2023/24 Est.,Next year,14.39,91.5,0.3,39.0,55.5,11.69,,16.0
2025-01-10,wheat,Ukraine,2023/24 Est.,Next year,2.93,23.0,0.06,6.7,18.58,0.71,,2.0
2025-01-10,wheat,Major Importers  6/,2023/24 Est.,Next year,177.48,208.76,139.09,330.53,19.76,175.03,,56.26
2025-01-10,wheat,Bangladesh,2023/24 Est.,Next year,0.83,1.1,6.8,7.65,0.0,1.08,,0.25
2025-01-10,wheat,Brazil,2023/24 Est.,Next year,1.8,8.1,6.61,12.0,2.81,1.69,,0.6
2025-01-10,wheat,China,2023/24 Est.,Next year,138.82,136.59,13.64,153.5,1.04,134.5,,37.0
2025-01-10,wheat,Japan,2023/24 Est.,Next year,1.14,1.15,5.35,6.23,0.31,1.09,,0.73
2025-01-10,wheat,N. Africa  7/,2023/24 Est.,Next year,12.17,16.37,31.27,46.73,2.0,11.09,,1.63
2025-01-10,wheat,Nigeria,2023/24 Est.,Next year,0.36,0.12,5.11,4.8,0.35,0.44,,0.0
2025-01-10,wheat,Sel. Mideast  8/,2023/24 Est.,Next year,12.26,20.81,20.07,39.69,0.65,12.79,,3.13
2025-01-10,wheat,Southeast Asia  9/,2023/24 Est.,Next year,3.14,0.0,30.6,27.96,1.3,4.47,,9.9
2025-01-10,wheat,India,2023/24 Est.,Next year,9.5,110.55,0.13,112.34,0.34,7.5,,6.75
2025-01-10,wheat,Kazakhstan,2023/24 Est.,Next year,4.21,12.11,2.5,7.55,7.83,3.45,,2.5
2025-01-10,wheat,United Kingdom,2023/24 Est.,Next year,2.31,13.98,3.14,15.59,0.57,3.26,,7.4
2025-01-10,wheat,World  3/,2024/25 Proj.,Outlook year,267.47,793.24,208.48,801.89,212.0,258.82,,152.7
2025-01-10,wheat,World Less China,2024/25 Proj.,Outlook year,132.96,653.14,197.98,650.89,211.0,125.71,,119.7
2025-01-10,wheat,United States,2024/25 Proj.,Outlook year,18.95,53.65,3.54,31.3,23.13,21.71,,3.27
2025-01-10,wheat,Total Foreign,2024/25 Proj.,Outlook year,248.51,739.59,204.95,770.59,188.86,237.1,,149.44
2025-01-10,wheat,Major Exporters  4/,2024/25 Proj.,Outlook year,40.0,310.16,12.64,177.85,153.5,31.45,,70.75
2025-01-10,wheat,Argentina,2024/25 Proj.,Outlook year,4.54,17.5,0.01,7.05,11.5,3.5,,0.25
2025-01-10,wheat,Australia,2024/25 Proj.,Outlook year,2.91,32.0,0.2,7.5,25.0,2.61,,4.0
2025-01-10,wheat,Canada,2024/25 Proj.,Outlook year,4.62,34.96,0.55,9.6,26.0,4.52,,4.5
2025-01-10,wheat,European Union  5/,2024/25 Proj.,Outlook year,15.54,121.3,11.5,108.75,29.0,10.59,,44.5
2025-01-10,wheat,Russia,2024/25 Proj.,Outlook year,11.69,81.5,0.3,38.25,46.0,9.24,,15.5
2025-01-10,wheat,Ukraine,2024/25 Proj.,Outlook year,0.71,22.9,0.08,6.7,16.0,0.99,,2.0
2025-01-10,wheat,Major Importers  6/,2024/25 Proj.,Outlook year,175.03,210.57,131.15,329.4,17.25,170.1,,51.78
2025-01-10,wheat,Bangladesh,2024/25 Proj.,Outlook year,1.08,1.1,6.9,7.95,0.0,1.13,,0.25
2025-01-10,wheat,Brazil,2024/25 Proj.,Outlook year,1.69,8.1,6.4,11.9,2.7,1.59,,0.5
2025-01-10,wheat,China,2024/25 Proj.,Outlook year,134.5,140.1,10.5,151.0,1.0,133.1,,33.0
2025-01-10,wheat,Japan,2024/25 Proj.,Outlook year,1.09,1.08,5.4,6.15,0.3,1.12,,0.65
2025-01-10,wheat,N. Africa  7/,2024/25 Proj.,Outlook year,11.09,16.01,32.4,46.7,2.1,10.7,,1.45
2025-01-10,wheat,Nigeria,2024/25 Proj.,Outlook year,0.44,0.12,5.8,5.1,0.38,0.88,,0.0
2025-01-10,wheat,Sel. Mideast  8/,2024/25 Proj.,Outlook year,12.79,22.4,18.0,40.33,0.81,12.06,,3.23
2025-01-10,wheat,Southeast Asia  9/,2024/25 Proj.,Outlook year,4.47,0.0,30.05,28.78,1.28,4.47,,10.0
2025-01-10,wheat,India,2024/25 Proj.,Outlook year,7.5,113.29,0.2,112.24,0.25,8.5,,6.0
2025-01-10,wheat,Kazakhstan,2024/25 Proj.,Outlook year,3.45,18.0,0.5,8.1,10.0,3.85,,3.0
2025-01-10,wheat,United Kingdom,2024/25 Proj.,Outlook year,3.26,11.05,3.2,14.5,0.5,2.51,,6.5
2025-01-10,corn,World  3/,2022/23,Current year,314.05,1163.38,173.4,1172.76,180.34,304.67,,735.47
2025-01-10,corn,World Less China,2022/23,Current year,104.91,886.18,154.69,873.76,180.33,98.63,,517.47
2025-01-10,corn,United States,2022/23,Current year,34.98,346.74,0.98,305.93,42.22,34.55,,139.35
2025-01-10,corn,Total Foreign,2022/23,Current year,279.08,816.64,172.42,866.83,138.12,270.12,,596.12
2025-01-10,corn,Major Exporters  4/,2022/23,Current year,19.4,233.93,1.45,120.34,115.97,18.47,,91.01
2025-01-10,corn,Argentina,2022/23,Current year,4.75,37.0,0.02,14.2,25.24,2.32,,10.0
2025-01-10,corn,Brazil,2022/23,Current year,3.97,137.0,1.33,78.0,54.26,10.04,,61.5
2025-01-10,corn,Russia,2022/23,Current year,0.93,15.83,0.05,10.0,5.9,0.91,,8.9
2025-01-10,corn,South Africa,2022/23,Current year,1.95,17.1,0.03,13.24,3.44,2.41,,6.61
2025-01-10,corn,Ukraine,2022/23,Current year,7.8,27.0,0.02,4.9,27.12,2.8,,4.0
2025-01-10,corn,Major Importers  5/,2022/23,Current year,23.6,118.65,95.26,211.71,5.04,20.78,,157.51
2025-01-10,corn,Egypt,2022/23,Current year,1.56,7.44,6.22,13.7,0.0,1.51,,11.2
2025-01-10,corn,European Union  6/,2022/23,Current year,11.51,52.38,23.19,74.8,4.2,8.08,,55.6
2025-01-10,corn,Japan,2022/23,Current year,1.36,0.01,14.93,15.0,0.0,1.3,,11.7
2025-01-10,corn,Mexico,2022/23,Current year,3.18,28.08,19.39,46.0,0.05,4.59,,27.5
2025-01-10,corn,Southeast Asia  7/,2022/23,Current year,3.3,30.56,16.25,46.46,0.79,2.85,,38.31
2025-01-10,corn,South Korea,2022/23,Current year,2.06,0.09,11.1,11.35,0.0,1.9,,9.0
2025-01-10,corn,Canada,2022/23,Current year,2.75,14.54,2.13,14.93,2.86,1.63,,9.58
2025-01-10,corn,China,2022/23,Current year,209.14,277.2,18.71,299.0,0.01,206.04,,218.0
2025-01-10,corn,World  3/,2023/24 Est.,Next year,304.67,1230.01,197.14,1217.22,192.04,317.46,,771.96
2025-01-10,corn,World Less China,2023/24 Est.,Next year,98.63,941.17,173.73,910.22,192.03,106.18,,546.96
2025-01-10,corn,United States,2023/24 Est.,Next year,34.55,389.67,0.72,321.92,58.23,44.79,,147.43
2025-01-10,corn,Total Foreign,2023/24 Est.,Next year,270.12,840.34,196.41,895.3,133.81,272.67,,624.53
2025-01-10,corn,Major Exporters  4/,2023/24 Est.,Next year,18.47,234.5,1.98,127.3,111.59,16.06,,92.7
2025-01-10,corn,Argentina,2023/24 Est.,Next year,2.32,50.0,0.02,14.25,34.0,4.09,,10.0
2025-01-10,corn,Brazil,2023/24 Est.,Next year,10.04,122.0,1.3,85.0,39.5,8.84,,63.5
2025-01-10,corn,Russia,2023/24 Est.,Next year,0.91,16.6,0.05,10.2,6.6,0.76,,9.1
